Date_nifty_50,Open_nifty_50,High_nifty_50,Volume_nifty_50,Low_nifty_50,Close_nifty_50,Adj Close_nifty_50,oil_price.Close_crude_oil_price
6/20/2019,11653.65039,11843.5,442000,11635.04981,11831.75,11831.75,57.43
6/24/2019,11725.79981,11754,277600,11670.2002,11699.65039,11699.65039,57.83
6/25/2019,11681,11814.40039,300500,11651,11796.4502,11796.4502,59.38
6/26/2019,11768.15039,11871.84961,327900,11757.54981,11847.54981,11847.54981,59.43
6/27/2019,11860.84961,11911.15039,480200,11821.04981,11841.54981,11841.54981,58.47
7/1/2019,11839.90039,11884.65039,278400,11830.79981,11865.59961,11865.59961,56.25
7/3/2019,11932.15039,11945.2002,340500,11887.04981,11916.75,11916.75,57.34
7/4/2019,11928.79981,11969.25,333600,11923.65039,11946.75,11946.75,57.51
7/8/2019,11770.40039,11771.90039,464000,11523.29981,11558.59961,11558.59961,57.83
7/9/2019,11531.59961,11582.54981,442500,11461,11555.90039,11555.90039,60.43
7/10/2019,11536.15039,11593.7002,337600,11475.65039,11498.90039,11498.90039,60.2
7/11/2019,11561.4502,11599,317300,11519.5,11582.90039,11582.90039,60.21
7/15/2019,11614.75,11618.40039,368800,11532.29981,11588.34961,11588.34961,57.62
7/16/2019,11596.65039,11670.04981,480200,11573.9502,11662.59961,11662.59961,56.78
7/17/2019,11670.75,11706.65039,464800,11651.15039,11687.5,11687.5,55.3
7/18/2019,11675.59961,11677.15039,498300,11582.40039,11596.90039,11596.90039,55.63
7/22/2019,11392.84961,11398.15039,516000,11301.25,11346.2002,11346.2002,56.77
7/23/2019,11372.25,11398.15039,458900,11302.79981,11331.04981,11331.04981,55.88
7/24/2019,11322.4502,11359.75,413200,11229.79981,11271.29981,11271.29981,56.02
7/25/2019,11290.40039,11361.40039,553700,11239.34961,11252.15039,11252.15039,56.2
7/29/2019,11307.5,11310.9502,482900,11152.40039,11189.2002,11189.2002,58.05
7/30/2019,11213.7002,11267.4502,479100,11072.65039,11085.40039,11085.40039,58.58
7/31/2019,11034.04981,11145.29981,536700,10999.40039,11118,11118,53.95
8/1/2019,11060.2002,11076.75,499900,10881,10980,10980,55.66
8/5/2019,10895.79981,10895.79981,506600,10782.59961,10862.59961,10862.59961,53.63
8/6/2019,10815.40039,11018.54981,517900,10813.79981,10948.25,10948.25,51.09
8/7/2019,10958.09961,10975.65039,548500,10835.90039,10855.5,10855.5,52.54
8/8/2019,10899.2002,11058.04981,482500,10842.9502,11032.4502,11032.4502,54.5
8/13/2019,11139.40039,11145.90039,624600,10901.59961,10925.84961,10925.84961,55.23
8/14/2019,11003.25,11078.15039,511500,10935.59961,11029.40039,11029.40039,54.47
8/19/2019,11094.79981,11146.90039,369500,11037.84961,11053.90039,11053.90039,56.34
8/20/2019,11063.90039,11076.29981,444700,10985.29981,11017,11017,55.68
8/21/2019,11018.15039,11034.2002,557900,10906.65039,10918.7002,10918.7002,55.35
8/22/2019,10905.29981,10908.25,668200,10718.29981,10741.34961,10741.34961,54.17
8/26/2019,11000.29981,11070.29981,684100,10756.54981,11057.84961,11057.84961,54.93
8/27/2019,11106.54981,11141.75,685600,11049.5,11105.34961,11105.34961,55.78
8/28/2019,11101.29981,11129.65039,550000,10987.65039,11046.09961,11046.09961,56.71
8/29/2019,10996.04981,11021.09961,649900,10922.40039,10948.29981,10948.29981,55.1
9/3/2019,10960.9502,10967.5,483000,10772.7002,10797.90039,10797.90039,56.26
9/4/2019,10790.40039,10858.75,508800,10746.34961,10844.65039,10844.65039,56.3
9/5/2019,10860.9502,10920.09961,595700,10816,10847.90039,10847.90039,56.52
9/9/2019,10936.7002,11028.84961,412500,10889.79981,11003.04981,11003.04981,57.4
9/11/2019,11028.5,11054.79981,687100,11011.65039,11035.7002,11035.7002,55.09
9/12/2019,11058.29981,11081.75,551400,10964.9502,10982.79981,10982.79981,54.85
9/16/2019,10994.84961,11052.7002,434500,10968.2002,11003.5,11003.5,59.34
9/17/2019,11000.09961,11000.09961,482000,10796.5,10817.59961,10817.59961,58.11
9/18/2019,10872.79981,10885.15039,519200,10804.84961,10840.65039,10840.65039,58.13
9/19/2019,10845.2002,10845.2002,642600,10670.25,10704.79981,10704.79981,58.09
9/23/2019,11542.7002,11694.84961,882800,11471.34961,11600.2002,11600.2002,57.29
9/24/2019,11590.7002,11655.04981,651700,11539.2002,11588.2002,11588.2002,56.49
9/25/2019,11564.84961,11564.9502,629100,11416.09961,11440.2002,11440.2002,56.41
9/26/2019,11469.84961,11610.84961,844500,11466.34961,11571.2002,11571.2002,55.91
9/30/2019,11491.15039,11508.25,756800,11390.79981,11474.4502,11474.4502,53.62
10/1/2019,11515.40039,11554.2002,1305400,11247.90039,11359.90039,11359.90039,52.64
10/3/2019,11322.25,11370.40039,1017500,11257.34961,11314,11314,52.81
10/7/2019,11196.2002,11233.84961,733200,11112.65039,11126.40039,11126.40039,52.63
10/9/2019,11152.9502,11321.59961,741100,11090.15039,11313.29981,11313.29981,53.55
10/10/2019,11280.5,11293.34961,562000,11208.54981,11234.54981,11234.54981,54.7
10/14/2019,11335.90039,11420.4502,587600,11290.04981,11341.15039,11341.15039,52.81
10/15/2019,11360.84961,11462.34961,527400,11342.09961,11428.29981,11428.29981,53.36
10/16/2019,11464.9502,11481.04981,533500,11411.09961,11464,11464,53.93
10/17/2019,11466.29981,11599.09961,797600,11439.65039,11586.34961,11586.34961,53.78
10/22/2019,11657.15039,11714.34961,867600,11573.65039,11588.34961,11588.34961,55.97
10/23/2019,11596.2002,11651.59961,664200,11554.40039,11604.09961,11604.09961,56.23
10/24/2019,11661.65039,11679.59961,700500,11534.65039,11582.59961,11582.59961,56.66
10/27/2019,,,,,,,55.81
10/29/2019,11643.9502,11809.40039,951700,11627.34961,11786.84961,11786.84961,55.06
10/30/2019,11883.90039,11883.9502,725200,11784.4502,11844.09961,11844.09961,54.18
10/31/2019,11890.4502,11945,1414800,11855.09961,11877.4502,11877.4502,56.2
11/4/2019,11928.90039,11989.15039,823100,11905.34961,11941.29981,11941.29981,56.54
11/5/2019,11974.59961,11978.9502,632000,11861.90039,11917.2002,11917.2002,57.23
11/6/2019,11911.5,12002.90039,603400,11850.25,11966.04981,11966.04981,56.35
11/7/2019,12021.09961,12021.40039,563000,11946.84961,12012.04981,12012.04981,57.15
11/8/2019,11987.15039,12034.15039,789300,11888.75,11908.15039,11908.15039,57.24
11/11/2019,11879.2002,11932.65039,549000,11853.9502,11913.4502,11913.4502,56.86
11/13/2019,11908.29981,11946.79981,659000,11823.2002,11840.4502,11840.4502,57.12
11/14/2019,11858.75,11895.65039,559500,11802.65039,11872.09961,11872.09961,56.77
11/15/2019,11904.2002,11973.65039,580200,11879.25,11895.4502,11895.4502,57.72
11/18/2019,11915.15039,11946.2002,514400,11867.59961,11884.5,11884.5,57.05
11/19/2019,11919.4502,11958.84961,613900,11881.75,11940.09961,11940.09961,55.21
11/20/2019,12004.75,12038.59961,646700,11966.04981,11999.09961,11999.09961,57.11
11/21/2019,12025.65039,12028.2002,557700,11956.90039,11968.40039,11968.40039,58.58
11/22/2019,11967.29981,11968.09961,486800,11883.5,11914.40039,11914.40039,57.77
11/25/2019,11922.4502,12084.5,534300,11919.75,12073.75,12073.75,58.01
11/26/2019,12110.2002,12132.4502,1201300,12006.34961,12037.7002,12037.7002,58.41
11/27/2019,12068.5,12114.90039,584200,12055.15039,12100.7002,12100.7002,58.11
11/29/2019,12146.2002,12147.40039,804400,12017.40039,12056.04981,12056.04981,55.17
12/2/2019,12137.04981,12137.15039,720900,12023.7002,12048.2002,12048.2002,55.96
12/3/2019,12067.65039,12068.59961,605800,11956.40039,11994.2002,11994.2002,56.1
12/4/2019,11969.9502,12054.7002,747200,11935.29981,12043.2002,12043.2002,58.43
12/5/2019,12071.25,12081.2002,562200,11998.75,12018.40039,12018.40039,58.43
12/6/2019,12047.34961,12057.04981,609200,11888.84961,11921.5,11921.5,59.2
12/9/2019,11939.09961,11981.9502,599100,11888.04981,11937.5,11937.5,59.02
12/10/2019,11950.5,11953.2002,650200,11844.7002,11856.79981,11856.79981,59.24
12/11/2019,11867.34961,11923.2002,997700,11832.29981,11910.15039,11910.15039,58.76
12/12/2019,11944.29981,12005.5,752600,11934,11971.79981,11971.79981,59.18
12/13/2019,12026.40039,12098.84961,597700,12023.59961,12086.7002,12086.7002,60.07
12/16/2019,12131.34961,12134.65039,437700,12046.29981,12053.9502,12053.9502,60.21
12/17/2019,12082.4502,12182.75,499600,12070.34961,12165,12165,60.94
12/18/2019,12197,12237.7002,518900,12163.4502,12221.65039,12221.65039,60.93
12/19/2019,12223.40039,12268.34961,623100,12191.15039,12259.7002,12259.7002,61.22
12/20/2019,12266.4502,12293.90039,810700,12252.75,12271.79981,12271.79981,60.44
12/23/2019,12235.4502,12287.15039,604800,12213.25,12262.75,12262.75,60.52
12/24/2019,12269.25,12283.7002,470300,12202.09961,12214.54981,12214.54981,61.11
12/26/2019,12211.84961,12221.54981,520300,12118.84961,12126.54981,12126.54981,61.68
12/27/2019,12172.90039,12258.4502,383800,12157.90039,12245.79981,12245.79981,61.72
12/30/2019,12274.90039,12286.4502,411100,12213.79981,12255.84961,12255.84961,61.68
12/31/2019,12247.09961,12247.09961,426900,12151.79981,12168.4502,12168.4502,61.06
1/2/2020,12198.54981,12289.90039,407700,12195.25,12282.2002,12282.2002,61.18
1/3/2020,12261.09961,12265.59961,428800,12191.34961,12226.65039,12226.65039,63.05
1/6/2020,12170.59961,12179.09961,396500,11974.2002,11993.04981,11993.04981,63.27
1/7/2020,12079.09961,12152.15039,447800,12005.34961,12052.9502,12052.9502,62.7
1/8/2020,11939.09961,12044.9502,446000,11929.59961,12025.34961,12025.34961,59.61
1/9/2020,12153.15039,12224.04981,477500,12132.54981,12215.90039,12215.90039,59.56
1/10/2020,12271,12311.2002,660600,12213.2002,12256.79981,12256.79981,59.04
1/13/2020,12296.7002,12337.75,501000,12285.79981,12329.54981,12329.54981,58.08
1/14/2020,12333.09961,12374.25,616300,12308.7002,12362.29981,12362.29981,58.23
1/15/2020,12349.40039,12355.15039,684400,12278.75,12343.29981,12343.29981,57.81
1/16/2020,12347.09961,12389.04981,395700,12315.79981,12355.5,12355.5,58.52
1/17/2020,12328.40039,12385.4502,502100,12321.40039,12352.34961,12352.34961,58.54
1/21/2020,12195.29981,12230.04981,400,12162.29981,12169.84961,12169.84961,58.34
1/22/2020,12218.34961,12225.04981,500,12087.90039,12106.90039,12106.90039,56.74
1/23/2020,12123.75,12189,867700,12094.09961,12180.34961,12180.34961,55.59
1/24/2020,12174.54981,12272.15039,593200,12149.65039,12248.25,12248.25,54.19
1/27/2020,12197.09961,12216.59961,441200,12107,12119,12119,53.14
1/28/2020,12148.09961,12163.54981,478500,12024.5,12055.79981,12055.79981,53.48
1/29/2020,12114.90039,12169.59961,514400,12103.79981,12129.5,12129.5,53.33
1/30/2020,12147.75,12150.29981,538100,12010.59961,12035.79981,12035.79981,52.14
1/31/2020,12100.40039,12103.54981,771300,11945.84961,11962.09961,11962.09961,51.56
2/3/2020,11627.4502,11749.84961,669800,11614.5,11707.90039,11707.90039,50.11
2/4/2020,11786.25,11986.15039,560400,11783.40039,11979.65039,11979.65039,49.61
2/5/2020,12005.84961,12098.15039,758000,11953.34961,12089.15039,12089.15039,50.75
2/6/2020,12120,12160.59961,565100,12084.65039,12137.9502,12137.9502,50.95
2/7/2020,12151.15039,12154.7002,473500,12073.9502,12098.34961,12098.34961,50.32
2/10/2020,12102.34961,12103.54981,524700,11990.75,12031.5,12031.5,49.57
2/11/2020,12108.40039,12172.29981,480000,12099,12107.90039,12107.90039,49.94
2/12/2020,12151,12231.75,411700,12144.29981,12201.2002,12201.2002,51.17
2/13/2020,12219.54981,12225.65039,501200,12139.79981,12174.65039,12174.65039,51.42
2/14/2020,12190.15039,12246.7002,622800,12091.2002,12113.4502,12113.4502,52.05
2/18/2020,12028.25,12030.75,676900,11908.04981,11992.5,11992.5,52.05
2/19/2020,12090.59961,12134.7002,513600,12042.09961,12125.90039,12125.90039,53.29
2/20/2020,12119,12152,502600,12071.4502,12080.84961,12080.84961,53.78
2/24/2020,12012.54981,12012.54981,490800,11813.40039,11829.40039,11829.40039,51.43
2/25/2020,11877.5,11883.04981,461000,11779.90039,11797.90039,11797.90039,49.9
2/26/2020,11738.54981,11783.25,567600,11639.59961,11678.5,11678.5,48.73
2/27/2020,11661.25,11663.84961,608600,11536.7002,11633.29981,11633.29981,47.09
2/28/2020,11382,11384.79981,809900,11175.04981,11201.75,11201.75,44.76
3/2/2020,11387.34961,11433,680800,11036.25,11132.75,11132.75,46.75
3/3/2020,11217.54981,11342.25,696500,11152.54981,11303.29981,11303.29981,47.18
3/4/2020,11351.34961,11356.59961,797700,11082.15039,11251,11251,46.78
3/5/2020,11306.04981,11389.5,1352500,11244.59961,11269,11269,45.9
3/6/2020,10942.65039,11035.09961,1811000,10827.40039,10989.4502,10989.4502,41.28
3/9/2020,10742.04981,10751.54981,1565500,10294.4502,10451.4502,10451.4502,34.36
3/11/2020,10334.29981,10545.09961,1218500,10334,10458.40039,10458.40039,31.5
3/12/2020,10039.9502,10040.75,1343500,9508,9590.150391,9590.150391,31.73
3/16/2020,9587.799805,9602.200195,897700,9165.099609,9197.400391,9197.400391,26.95
3/17/2020,9285.400391,9403.799805,935600,8915.599609,8967.049805,8967.049805,20.37
3/18/2020,9088.450195,9127.549805,1516600,8407.049805,8468.799805,8468.799805,25.22
3/19/2020,8063.299805,8575.450195,925700,7832.549805,8263.450195,8263.450195,22.43
3/23/2020,7945.700195,8159.25,653500,7583.600098,7610.25,7610.25,24.01
3/24/2020,7848.299805,8036.950195,738400,7511.100098,7801.049805,7801.049805,24.49
3/25/2020,7735.149902,8376.75,736900,7714.75,8317.849609,8317.849609,22.6
3/26/2020,8451,8749.049805,865600,8304.900391,8641.450195,8641.450195,21.51
3/30/2020,8385.950195,8576,593300,8244,8281.099609,8281.099609,20.48
3/31/2020,8529.349609,8678.299805,712700,8358,8597.75,8597.75,20.31
4/1/2020,8584.099609,8588.099609,506300,8198.349609,8253.799805,8253.799805,25.32
4/7/2020,8446.299805,8819.400391,814200,8360.950195,8792.200195,8792.200195,25.09
4/8/2020,8688.900391,9131.700195,896500,8653.900391,8748.75,8748.75,22.76
4/13/2020,9103.950195,9112.049805,644000,8912.400391,8993.849609,8993.849609,20.11
4/15/2020,9196.400391,9261.200195,879100,8874.099609,8925.299805,8925.299805,19.87
4/16/2020,8851.25,9053.75,719400,8821.900391,8992.799805,8992.799805,18.27
4/20/2020,9390.200195,9390.849609,726400,9230.799805,9261.849609,9261.849609,10.01
4/21/2020,9016.950195,9044.400391,655100,8909.400391,8981.450195,8981.450195,13.78
4/22/2020,9026.75,9209.75,734400,8946.25,9187.299805,9187.299805,16.5
4/23/2020,9232.349609,9343.599609,666700,9170.150391,9313.900391,9313.900391,16.94
4/27/2020,9259.700195,9377.099609,512800,9250.349609,9282.299805,9282.299805,12.34
4/28/2020,9389.799805,9404.400391,614500,9260,9380.900391,9380.900391,15.06
4/29/2020,9408.599609,9599.849609,653000,9392.349609,9553.349609,9553.349609,18.84
4/30/2020,9753.5,9889.049805,931200,9731.5,9859.900391,9859.900391,19.78
5/4/2020,9533.5,9533.5,687500,9266.950195,9293.5,9293.5,24.56
5/5/2020,9429.400391,9450.900391,725200,9190.75,9205.599609,9205.599609,23.99
5/6/2020,9226.799805,9346.900391,722200,9116.5,9270.900391,9270.900391,23.55
5/7/2020,9234.049805,9277.849609,708700,9175.900391,9199.049805,9199.049805,24.74
5/11/2020,9348.150391,9439.900391,704600,9219.950195,9239.200195,9239.200195,25.78
5/12/2020,9168.849609,9240.849609,805500,9043.950195,9196.549805,9196.549805,25.29
5/13/2020,9584.200195,9584.5,846400,9351.099609,9383.549805,9383.549805,27.56
5/14/2020,9213.950195,9281.099609,602600,9119.75,9142.75,9142.75,29.43
5/18/2020,9158.299805,9158.299805,773000,8806.75,8823.25,8823.25,32.5
5/19/2020,8961.700195,9030.349609,762200,8855.299805,8879.099609,8879.099609,33.49
5/20/2020,8889.150391,9093.799805,622300,8875.349609,9066.549805,9066.549805,33.92
5/21/2020,9079.450195,9178.549805,631500,9056.099609,9106.25,9106.25,33.25
5/26/2020,9099.75,9161.650391,655000,8996.650391,9029.049805,9029.049805,32.81
5/27/2020,9082.200195,9334,763500,9004.25,9314.950195,9314.950195,33.71
5/28/2020,9364.950195,9511.25,837900,9336.5,9490.099609,9490.099609,35.49
6/1/2020,9726.849609,9931.599609,794200,9706.950195,9826.150391,9826.150391,36.81
6/2/2020,9880.849609,9995.599609,770200,9824.049805,9979.099609,9979.099609,37.29
6/3/2020,10108.29981,10176.2002,794700,10035.54981,10061.54981,10061.54981,37.41
6/4/2020,10054.25,10123.84961,775100,9944.25,10029.09961,10029.09961,39.55
6/8/2020,10326.75,10328.5,936500,10120.25,10167.4502,10167.4502,38.94
6/9/2020,10181.15039,10291.15039,754200,10021.4502,10046.65039,10046.65039,39.6
6/10/2020,10072.59961,10148.75,632400,10036.84961,10116.15039,10116.15039,36.34
6/11/2020,10094.09961,10112.04981,715500,9885.049805,9902,9902,36.26
6/15/2020,9919.349609,9943.349609,716100,9726.349609,9813.700195,9813.700195,38.38
6/16/2020,10014.79981,10046.15039,899900,9728.5,9914,9914,37.96
6/17/2020,9876.700195,10003.59961,685400,9833.799805,9881.150391,9881.150391,38.84
6/18/2020,9863.25,10111.2002,622900,9845.049805,10091.65039,10091.65039,39.75
6/22/2020,10318.75,10393.65039,685400,10277.59961,10311.2002,10311.2002,40.37
6/23/2020,10347.9502,10484.7002,669200,10301.75,10471,10471,38.01
6/24/2020,10529.25,10553.15039,854800,10281.9502,10305.29981,10305.29981,38.72
6/25/2020,10235.54981,10361.79981,994200,10194.5,10288.90039,10288.90039,38.49
6/29/2020,10311.9502,10337.9502,574500,10223.59961,10312.40039,10312.40039,39.27
6/30/2020,10382.59961,10401.04981,556200,10267.34961,10302.09961,10302.09961,39.82
7/1/2020,10323.79981,10447.04981,573600,10299.59961,10430.04981,10430.04981,40.65
7/6/2020,10723.84961,10811.40039,571200,10695.09961,10763.65039,10763.65039,40.62
7/7/2020,10802.84961,10813.79981,636800,10689.7002,10799.65039,10799.65039,40.9
7/8/2020,10818.65039,10847.84961,767900,10676.54981,10705.75,10705.75,39.62
7/9/2020,10755.54981,10836.84961,618700,10733,10813.4502,10813.4502,40.55
7/13/2020,10851.84961,10894.04981,554100,10756.04981,10802.7002,10802.7002,40.29
7/14/2020,10750.84961,10755.65039,532400,10562.90039,10607.34961,10607.34961,41.2
7/15/2020,10701,10827.4502,715900,10577.75,10618.2002,10618.2002,40.75
7/16/2020,10706.2002,10755.29981,694400,10595.2002,10739.9502,10739.9502,40.59
7/20/2020,10999.4502,11037.90039,554300,10953,11022.2002,11022.2002,41.96
7/21/2020,11126.09961,11179.54981,772000,11113.25,11162.25,11162.25,41.9
7/22/2020,11231.2002,11238.09961,765100,11056.54981,11132.59961,11132.59961,41.07
7/23/2020,11135,11239.79981,621600,11103.15039,11215.4502,11215.4502,41.29
7/27/2020,11225,11225,588100,11087.84961,11131.79981,11131.79981,41.04
7/28/2020,11154.09961,11317.75,683900,11151.40039,11300.54981,11300.54981,41.27
7/29/2020,11276.90039,11341.40039,600700,11149.75,11202.84961,11202.84961,39.92
7/30/2020,11254.29981,11299.9502,677800,11084.9502,11102.15039,11102.15039,40.27
8/3/2020,11057.54981,11058.04981,680900,10882.25,10891.59961,10891.59961,41.7
8/4/2020,10946.65039,11112.25,625700,10908.09961,11095.25,11095.25,42.19
8/5/2020,11155.75,11225.65039,667600,11064.04981,11101.65039,11101.65039,41.95
8/6/2020,11185.7002,11256.79981,600400,11127.29981,11200.15039,11200.15039,41.22
8/10/2020,11270.25,11337.29981,492000,11238,11270.15039,11270.15039,41.61
8/11/2020,11322.25,11373.59961,586100,11299.15039,11322.5,11322.5,42.67
8/12/2020,11289,11322,609900,11242.65039,11308.40039,11308.40039,42.24
8/13/2020,11334.84961,11359.29981,562400,11269.9502,11300.4502,11300.4502,42.01
8/17/2020,11248.90039,11267.09961,634000,11144.5,11247.09961,11247.09961,42.89
8/18/2020,11259.79981,11401.7002,579200,11253.15039,11385.34961,11385.34961,42.93
8/19/2020,11452.15039,11460.34961,626200,11394.09961,11408.40039,11408.40039,42.58
8/20/2020,11317.4502,11361.4502,791600,11289.79981,11312.2002,11312.2002,42.34
8/24/2020,11412,11497.25,532900,11410.65039,11466.4502,11466.4502,43.35
8/25/2020,11513.09961,11525.90039,638200,11423.34961,11472.25,11472.25,43.39
8/26/2020,11512.84961,11561.75,743400,11461.84961,11549.59961,11549.59961,43.04
8/27/2020,11609.29981,11617.34961,719800,11540.59961,11559.25,11559.25,42.97
8/31/2020,11777.54981,11794.25,1371800,11325.84961,11387.5,11387.5,42.76
9/1/2020,11464.29981,11553.54981,783800,11366.90039,11470.25,11470.25,41.51
9/2/2020,11478.54981,11554.75,593500,11430.40039,11535,11535,41.37
9/3/2020,11566.2002,11584.9502,607100,11507.65039,11527.4502,11527.4502,39.77
9/7/2020,11359.59961,11381.15039,560300,11251.7002,11355.04981,11355.04981,36.76
9/8/2020,11378.54981,11437.25,572200,11290.4502,11317.34961,11317.34961,38.05
9/9/2020,11218.59961,11298.15039,728900,11185.15039,11278,11278,37.3
9/10/2020,11363.29981,11464.04981,679400,11327.40039,11449.25,11449.25,37.33
9/14/2020,11540.15039,11568.90039,642300,11383.54981,11440.04981,11440.04981,38.28
9/15/2020,11487.2002,11535.9502,506700,11442.25,11521.79981,11521.79981,40.16
9/16/2020,11538.4502,11618.09961,527800,11516.75,11604.54981,11604.54981,40.97
9/17/2020,11539.40039,11587.2002,0,11498.5,11516.09961,11516.09961,41.11
9/21/2020,11503.79981,11535.25,602900,11218.5,11250.54981,11250.54981,39.6
9/22/2020,11301.75,11302.2002,672200,11084.65039,11153.65039,11153.65039,39.93
9/23/2020,11258.75,11259.54981,714900,11024.40039,11131.84961,11131.84961,40.31
9/24/2020,11011,11015.29981,706100,10790.2002,10805.54981,10805.54981,40.25
9/28/2020,11140.84961,11239.34961,472800,11099.84961,11227.54981,11227.54981,39.29
9/29/2020,11288.59961,11305.40039,498300,11181,11222.40039,11222.40039,40.22
9/30/2020,11244.4502,11295.40039,499300,11184.54981,11247.54981,11247.54981,38.72
10/1/2020,11364.4502,11428.59961,447700,11347.04981,11416.9502,11416.9502,37.05
10/5/2020,11487.79981,11578.04981,530600,11452.29981,11503.34961,11503.34961,40.67
10/6/2020,11603.4502,11680.29981,561400,11564.29981,11662.40039,11662.40039,39.95
10/7/2020,11679.25,11763.04981,513400,11629.34961,11738.84961,11738.84961,41.19
10/8/2020,11835.40039,11905.7002,608800,11791.15039,11834.59961,11834.59961,40.6
10/12/2020,11973.54981,12022.04981,522600,11867.2002,11930.9502,11930.9502,40.2
10/13/2020,11934.65039,11988.2002,458300,11888.90039,11934.5,11934.5,41.04
10/14/2020,11917.40039,11997.2002,569200,11822.15039,11971.04981,11971.04981,40.96
10/15/2020,12023.4502,12025.4502,608900,11661.29981,11680.34961,11680.34961,40.88
10/19/2020,11879.2002,11898.25,541400,11820.40039,11873.04981,11873.04981,41.46
10/20/2020,11861,11949.25,453600,11837.25,11896.79981,11896.79981,40.03
10/21/2020,11958.54981,12018.65039,623700,11775.75,11937.65039,11937.65039,40.64
10/22/2020,11890,11939.54981,544900,11823.4502,11896.4502,11896.4502,39.85
10/26/2020,11937.40039,11942.84961,519800,11711.7002,11767.75,11767.75,39.57
10/27/2020,11807.09961,11899.04981,616300,11723,11889.40039,11889.40039,37.39
10/28/2020,11922.59961,11929.40039,704000,11684.84961,11729.59961,11729.59961,36.17
10/29/2020,11633.29981,11744.15039,555000,11606.4502,11670.79981,11670.79981,35.79
11/2/2020,11697.34961,11725.65039,568400,11557.40039,11669.15039,11669.15039,36.81
11/3/2020,11734.4502,11836.2002,674300,11723.29981,11813.5,11813.5,37.66
11/4/2020,11783.34961,11929.65039,667300,11756.40039,11908.5,11908.5,39.15
11/5/2020,12062.40039,12131.09961,632500,12027.59961,12120.29981,12120.29981,38.79
11/6/2020,12156.65039,12280.40039,576800,12131.84961,12263.54981,12263.54981,37.14
11/9/2020,12399.40039,12474.04981,553400,12367.34961,12461.04981,12461.04981,40.29
11/10/2020,12556.40039,12643.90039,847500,12475.25,12631.09961,12631.09961,41.36
11/11/2020,12680.59961,12769.75,880500,12571.09961,12749.15039,12749.15039,41.45
11/12/2020,12702.15039,12741.15039,622000,12624.84961,12690.79981,12690.79981,41.12
11/13/2020,12659.7002,12735.9502,513900,12607.7002,12719.9502,12719.9502,40.13
11/17/2020,12932.5,12934.04981,707700,12797.09961,12874.2002,12874.2002,41.43
11/18/2020,12860.09961,12948.84961,731300,12819.34961,12938.25,12938.25,41.82
11/19/2020,12839.5,12963,768800,12745.75,12771.7002,12771.7002,41.74
11/20/2020,12813.40039,12892.4502,664000,12730.25,12859.04981,12859.04981,42.15
11/23/2020,12960.29981,12968.84961,633100,12825.7002,12926.4502,12926.4502,43.06
11/24/2020,13002.59961,13079.09961,571900,12978,13055.15039,13055.15039,44.91
11/25/2020,13130,13145.84961,679000,12833.65039,12858.40039,12858.40039,45.71
11/27/2020,13012.04981,13035.29981,1162400,12914.29981,12968.9502,12968.9502,45.53
12/1/2020,13062.2002,13128.40039,583600,12962.79981,13109.04981,13109.04981,44.55
12/2/2020,13121.40039,13128.5,717700,12983.54981,13113.75,13113.75,45.28
12/3/2020,13215.29981,13216.59961,713700,13107.90039,13133.90039,13133.90039,45.64
12/4/2020,13177.40039,13280.04981,640500,13152.84961,13258.54981,13258.54981,46.26
12/7/2020,13264.84961,13366.65039,591700,13241.9502,13355.75,13355.75,45.76
12/8/2020,13393.84961,13435.4502,543200,13311.04981,13392.9502,13392.9502,45.6
12/9/2020,13458.09961,13548.90039,502600,13449.59961,13529.09961,13529.09961,45.52
